Endereco,Lat,Lng
"CAIRU & PEDESTRE Nº 1487 (PRÓX. BENJAMIN CONSTANT), Porto Alegre, RS, Brasil","-30,00586","-51,195566"
"CAIRU & PERNAMBUCO, Porto Alegre, RS, Brasil","-30,0048372","-51,1992209"
"CALDAS JUNIOR & RUA DOS ANDRADAS, Porto Alegre, RS, Brasil","-30,0306353","-51,2318889"
"CAMAQUÃ & DOUTOR BARCELOS, Porto Alegre, RS, Brasil","-30,104092","-51,2446041"
"CAMPOS VELHO & LAGUNA, Porto Alegre, RS, Brasil","-30,0945348","-51,2276721"
"CAMPOS VELHO & PEDESTRE Nº 846 BC (PRÓX. DIOMÁRIO MOOJEN) , Porto Alegre, RS, Brasil","-30,0926916","-51,2337536"
"CAMPOS VELHO & PEDESTRE Nº 899 CB (PRÓX. DIOMÁRIO MOOJEN), Porto Alegre, RS, Brasil","-30,0926916","-51,2337536"
"CAMPOS VELHO & SANTA FLORA, Porto Alegre, RS, Brasil","-30,0937166","-51,2304399"
"CAMPOS VELHO & XAVIER DA CUNHA, Porto Alegre, RS, Brasil","-30,0932862","-51,2317924"
"CARAZINHO & LAGEADO, Porto Alegre, RS, Brasil","-30,0393507","-51,1841247"
"CARLOS BARBOSA & NITERÓI, Porto Alegre, RS, Brasil","-30,068505","-51,2129662"
"CARLOS BARBOSA & OSCAR SCHNEIDER, Porto Alegre, RS, Brasil","-30,0645101","-51,2121627"
"CARLOS BARBOSA & OSWALDO ROLLA, Porto Alegre, RS, Brasil","-30,0625118","-51,2118111"
"CARLOS BARBOSA & PEDESTRE Nº 985 CB (PRÓX. OSCAR SCHNEIDER), Porto Alegre, RS, Brasil","-30,0630656","-51,2119735"
"CARLOS ESTEVÃO & LYDIA MOSCHETTI, Porto Alegre, RS, Brasil","-30,0165328","-51,1162912"
"CARLOS ESTEVÃO & SÍLVIO DELMAR HOLLEMBACH, Porto Alegre, RS, Brasil","-30,0173537","-51,1094797"
"CARLOS GOMES & CAMPOS SALES, Porto Alegre, RS, Brasil","-30,0237583","-51,1835212"
"CARLOS GOMES & CAMPOS SALES PD NS, Porto Alegre, RS, Brasil","-30,0237583","-51,1835212"
"CARLOS GOMES & E01 (EST. LAGEADO) SN, Porto Alegre, RS, Brasil","-30,0304948","-51,180295"
"CARLOS GOMES & E01 (EST. LAGEADO) SN, Porto Alegre, RS, Brasil","-30,0304948","-51,180295"
"CARLOS GOMES & E01 (EST. LAGEADO) SN-1, Porto Alegre, RS, Brasil","-30,0304948","-51,180295"
"CARLOS GOMES & E01 (EST. LAGEADO) SN-1, Porto Alegre, RS, Brasil","-30,0304948","-51,180295"
"CARLOS GOMES & E19 (EST. ANITA GARIBALDI) NS, Porto Alegre, RS, Brasil","-30,0304948","-51,180295"
"CARLOS GOMES & E19 (EST. ANITA GARIBALDI) SN, Porto Alegre, RS, Brasil","-30,0304948","-51,180295"
"CARLOS GOMES & FURRIEL LUIZ ANTÔNIO DE VARGAS NS, Porto Alegre, RS, Brasil","-30,0271697","-51,1810671"
"CARLOS GOMES & JOÃO CAETANO, Porto Alegre, RS, Brasil","-30,0359349","-51,1765595"
"CARLOS GOMES & PLÍNIO BRASIL MILANO, Porto Alegre, RS, Brasil","-30,0218529","-51,1844898"
"CARLOS GOMES SN & SAÍDA ÔNIBUS  Próx. Al. Coelho Neto, Porto Alegre, RS, Brasil","-30,0304948","-51,180295"
"CARLOS HUBER & BALDUÍNO HERING, Porto Alegre, RS, Brasil","-30,0344685","-51,1699158"
"CARNEIRO DA FONTOURA & BARÃO DE ITAQUI, Porto Alegre, RS, Brasil","-30,0095622","-51,1664908"
"CARNEIRO DA FONTOURA & BRITO PEIXOTO, Porto Alegre, RS, Brasil","-30,0102242","-51,1663723"
"CASEMIRO DE ABREU & LUCAS DE OLIVEIRA, Porto Alegre, RS, Brasil","-30,0333216","-51,1944804"
"CASEMIRO DE ABREU & OLAVO NUNES, Porto Alegre, RS, Brasil","-30,0329069","-51,1991293"
"CAVALHADA & ACESSO UNIVERSIDADE ANHANGUERA, Porto Alegre, RS, Brasil","-30,1190621","-51,2237859"
"CAVALHADA & DR. BARCELOS, Porto Alegre, RS, Brasil","-30,0995895","-51,2313417"
"CAVALHADA & EDUARDO PRADO, Porto Alegre, RS, Brasil","-30,127421","-51,219559"
"CAVALHADA & FLORINHA, Porto Alegre, RS, Brasil","-30,094392","-51,229148"
"CAVALHADA & JOÃO SALOMONI, Porto Alegre, RS, Brasil","-30,1129139","-51,2266211"
"CAVALHADA & LIBERAL, Porto Alegre, RS, Brasil","-30,109857","-51,230373"
"CAVALHADA & MÁRIO TOTTA, Porto Alegre, RS, Brasil","-30,1071833","-51,2337987"
"CAVALHADA & OTTO NIEMEYER, Porto Alegre, RS, Brasil","-30,1022447","-51,2315935"
"CAVALHADA & PE. JOÃO BATISTA RÉUS, Porto Alegre, RS, Brasil","-30,1094187","-51,2327064"
"CAVALHADA & PEDESTRE DEF. Nº 3999 BC (DEF. INSTITUTO SANTA LUZIA), Porto Alegre, RS, Brasil","-30,1114461","-51,2280368"
"CAVALHADA & PEDESTRE Nº 2245 CB (PRÓX. FLORINHA), Porto Alegre, RS, Brasil","-30,0960176","-51,2297802"
"CAVALHADA & PEDESTRE Nº 2250 BC (PRÓX. FLORINHA), Porto Alegre, RS, Brasil","-30,0960176","-51,2297802"
"CAVALHADA & PEDESTRE Nº 2654 BC (PRÓX. DR. BARCELOS), Porto Alegre, RS, Brasil","-30,104092","-51,2446041"
"CAVALHADA & PEDESTRE Nº 3344 BC (PRÓX. MARIO TOTTA), Porto Alegre, RS, Brasil","-30,1110891","-51,2446638"
"CAVALHADA & PEDESTRE Nº 3999 CB (DEF. INSTITUTO SANTA LUZIA), Porto Alegre, RS, Brasil","-30,1114461","-51,2280368"
"CAVALHADA & PEDESTRE Nº 4357 CB (PRÓX. JOÃO SALOMONI), Porto Alegre, RS, Brasil","-30,116443","-51,2252945"
"CAVALHADA & PEDESTRE Nº 4414 BC (PRÓX. JOÃO SALOMONI), Porto Alegre, RS, Brasil","-30,116443","-51,2252945"
"CAVALHADA & PEDESTRE Nº 4879 CB (PRÓX. UNIVERSIDADE ANHANGUERA), Porto Alegre, RS, Brasil","-30,1045849","-51,2300103"
"CAVALHADA & SANTA FLORA, Porto Alegre, RS, Brasil","-30,0947287","-51,2312006"
"CAVALHADA & XAVIER DA CUNHA, Porto Alegre, RS, Brasil","-30,0947594","-51,2324071"
"CEARÁ & 25 DE FEVEREIRO, Porto Alegre, RS, Brasil","-29,9976905","-51,1899214"
"CEÁRA & BRASIL, Porto Alegre, RS, Brasil","-30,0057491","-51,1931541"
"CEARÁ & CAIRU, Porto Alegre, RS, Brasil","-30,0065877","-51,1934607"
"CEARÁ & DEZOITO DE NOVEMBRO, Porto Alegre, RS, Brasil","-29,9992916","-51,1909939"
"CEARÁ & PRÓX. FARRAPOS, Porto Alegre, RS, Brasil","-30,0057491","-51,1931541"
"CECÍLIO MONZA & HEITOR VIEIRA, Porto Alegre, RS, Brasil","-30,2112331","-51,1821006"
"CEL. CLAUDINO & PEDESTRE Nº 220 (PRÓX. ESC. RAFAEL PINTO BANDEIRA)  , Porto Alegre, RS, Brasil","-30,0958874","-51,2435055"
"CHUÍ & IBICUÍ, Porto Alegre, RS, Brasil","-30,0823749","-51,2428635"
"CHUÍ & PEDESTRE DEF Nº 274 CB (ENTRE IBICUÍ E ICARAÍ), Porto Alegre, RS, Brasil","-30,0820656","-51,242575"
"CHUÍ & PEDESTRE Nº 274 BC (ENTRE IBICUÍ E ICARAÍ), Porto Alegre, RS, Brasil","-30,0820656","-51,242575"
"CLEMENTE PINTO & BISPO LARANJEIRA, Porto Alegre, RS, Brasil","-30,0693082","-51,213194"
"COM. MANOEL PEREIRA & CEL. VICENTE, Porto Alegre, RS, Brasil","-30,0258484","-51,2211583"
"COM. MANOEL PEREIRA & CONCEIÇÃO, Porto Alegre, RS, Brasil","-30,0255226","-51,2198567"
"COMENDADOR CASTRO & PEDESTRE Nº 414 BC (PRÓX. TRAMANDAÍ), Porto Alegre, RS, Brasil","-30,1362626","-51,2266557"
"COMENDADOR CASTRO & PEDESTRE Nº 427 CB (PRÓX. TRAMANDAÍ), Porto Alegre, RS, Brasil","-30,1362626","-51,2266557"
"COMENDADOR RHEINGANTZ & FABRÍCIO PILAR, Porto Alegre, RS, Brasil","-30,0252223","-51,1863993"
"CONCEIÇÃO & PEDESTRE VOLUNTÁRIOS DA PÁTRIA, Porto Alegre, RS, Brasil","-30,0281202","-51,2196433"
"COPACABANA & CASTRO DE MENEZES, Porto Alegre, RS, Brasil","-30,102587","-51,248345"
"CORCOVADO & DOM PEDRO II, Porto Alegre, RS, Brasil","-30,0205548","-51,1862224"
"CORONEL MARCOS & PEDESTRE DEF. Nº 1563 BC (PRÓX. TRAVESSA PEDRA REDONDA), Porto Alegre, RS, Brasil","-30,1262883","-51,242969"
"CORONEL MARCOS & PEDESTRE Nº 1000 (AABB), Porto Alegre, RS, Brasil","-30,1238533","-51,2457468"
"CORONEL MARCOS & PEDESTRE Nº 1322 (RESIDENCIAL PEDRA REDONDA), Porto Alegre, RS, Brasil","-30,1253507","-51,2435861"
"CORONEL MARCOS & PEDESTRE Nº 1563 CB (PRÓX. TRAVESSA PEDRA REDONDA), Porto Alegre, RS, Brasil","-30,1262883","-51,242969"
"CORONEL MARCOS & PEDESTRE Nº 1959 (COLÉGIO MARISTA IPANEMA), Porto Alegre, RS, Brasil","-30,130386","-51,2395415"
"CORONEL MASSOT & CORONEL CLAUDINO & CAMAQUÃ, Porto Alegre, RS, Brasil","-30,0997815","-51,2422275"
"COSTA & PEDESTRE N° 30 (HOSPITAL MÃE DE DEUS), Porto Alegre, RS, Brasil","-30,0590304","-51,2289986"
"COSTA GAMA & AFONSO LOURENÇO MARIANTE, Porto Alegre, RS, Brasil","-30,1151335","-51,1770627"
"COSTA GAMA & PEDESTRE Nº 801 (ESC. LUIZA DE FREITAS VALE ARANHA), Porto Alegre, RS, Brasil","-30,1206794","-51,1761092"
"CRISTIANO FISCHER & ANTÔNIO CARLOS TIBIRIÇÁ, Porto Alegre, RS, Brasil","-30,0476002","-51,1725473"
"CRISTIANO FISCHER & DEF. Nº 1510 (AACD) NS, Porto Alegre, RS, Brasil","-30,0531584","-51,1692414"
"CRISTIANO FISCHER & JERUSALÉM, Porto Alegre, RS, Brasil","-30,0432993","-51,1720073"
"CRISTIANO FISCHER & Nº 1510 (AACD) SN, Porto Alegre, RS, Brasil","-30,0531584","-51,1692414"
"CRISTIANO FISCHER & PEDRO SANTA HELENA, Porto Alegre, RS, Brasil","-30,0511796","-51,1719033"
"CRISTÓVÃO COLOMBO & ALBERTO BINS, Porto Alegre, RS, Brasil","-30,0276915","-51,2156319"
"CRISTOVÃO COLOMBO & CÂNCIO GOMES, Porto Alegre, RS, Brasil","-30,019131","-51,206088"
"CRISTÓVÃO COLOMBO & CEL. FEIJÓ, Porto Alegre, RS, Brasil","-30,0169842","-51,1816618"
"CRISTÓVÃO COLOMBO & CORPO DE BOMBEIROS, Porto Alegre, RS, Brasil","-30,018019","-51,2051784"
"CRISTÓVÃO COLOMBO & DR. TIMÓTEO, Porto Alegre, RS, Brasil","-30,0181117","-51,2002152"
"CRISTÓVÃO COLOMBO & ERNESTO ALVES, Porto Alegre, RS, Brasil","-30,0261599","-51,2135551"
"CRISTÓVÃO COLOMBO & FELICÍSSIMO DE AZEVEDO, Porto Alegre, RS, Brasil","-30,0175222","-51,1886561"
"CRISTÓVÃO COLOMBO & FÉLIX DA CUNHA, Porto Alegre, RS, Brasil","-30,0182298","-51,202298"
"CRISTÓVÃO COLOMBO & GARIBALDI, Porto Alegre, RS, Brasil","-30,0272989","-51,2151034"
"CRISTÓVÃO COLOMBO & GASPAR MARTINS, Porto Alegre, RS, Brasil","-30,0228606","-51,2092959"
"CRISTÓVÃO COLOMBO & HOFFMANN, Porto Alegre, RS, Brasil","-30,0212561","-51,2079011"
"CRISTÓVÃO COLOMBO & JOSÉ INÁCIO DA SILVA, Porto Alegre, RS, Brasil","-30,0184854","-51,1782057"
"CRISTÓVÃO COLOMBO & LUZITANA, Porto Alegre, RS, Brasil","-30,0171438","-51,1840286"
"CRISTÓVÃO COLOMBO & MARCELO GAMA, Porto Alegre, RS, Brasil","-30,0176145","-51,189705"
"CRISTÓVÃO COLOMBO & MARILAND, Porto Alegre, RS, Brasil","-30,0177754","-51,1942908"
"CRISTÓVÃO COLOMBO & NOVA YORK, Porto Alegre, RS, Brasil","-30,0178311","-51,1954225"
"CRISTÓVÃO COLOMBO & PEDESTRE Nº 1098 (PRÓX. COLÉGIO BATISTA), Porto Alegre, RS, Brasil","-30,021716","-51,208526"
"CRISTÓVÃO COLOMBO & PEDESTRE Nº 1271 CB (PRÓX. 7 DE ABRIL), Porto Alegre, RS, Brasil","-30,0346471","-51,2176584"
"CRISTÓVÃO COLOMBO & PEDESTRE Nº 1272 BC (PRÓX. 7 DE ABRIL), Porto Alegre, RS, Brasil","-30,0179697","-51,1976631"
"CRISTÓVÃO COLOMBO & PEDESTRE Nº 560 (PROX. COM. CORUJA), Porto Alegre, RS, Brasil","-30,0179697","-51,1976631"
"CRISTÓVÃO COLOMBO & PEDESTRE Nº 717 (PRÓX. PELOTAS), Porto Alegre, RS, Brasil","-30,0179697","-51,1976631"
"CRISTOVÃO COLOMBO & RAMIRO BARCELOS, Porto Alegre, RS, Brasil","-30,0238879","-51,2104463"
"CRISTÓVÃO COLOMBO & SAÍDA SHOPPING TOTAL, Porto Alegre, RS, Brasil","-30,0263371","-51,2116682"
"CRISTÓVÃO COLOMBO & SANTO ANTÔNIO, Porto Alegre, RS, Brasil","-30,0267976","-51,2144573"
"CRUZEIRO DO SUL & DONA MALVINA, Porto Alegre, RS, Brasil","-30,0792918","-51,2255747"
"CRUZEIRO DO SUL & PEDESTRE Nº 2545 (PRÓX. JACUÍ), Porto Alegre, RS, Brasil","-30,0346471","-51,2176584"
"CRUZEIRO DO SUL X FRANCISCO MASSENA VIEIRA X MOAB CALDAS, Porto Alegre, RS, Brasil","-30,0793478","-51,2256486"
"DANTE ÂNGELO PILLA & CLÁUDIO CAVALHEIRO GONÇALVES, Porto Alegre, RS, Brasil","-30,014194","-51,1189878"
"DANTE ÂNGELO PILLA & PEDESTRE DEF. Nº 680 SN (PRÓX. SADY CAHEM FISCHER), Porto Alegre, RS, Brasil","-30,0097031","-51,1126106"
"DANTE ÂNGELO PILLA & PEDESTRE Nº 258 (PRÓX. PRAÇA NELSON MARCHESAN), Porto Alegre, RS, Brasil","-30,0097135","-51,1181302"
"DANTE ÂNGELO PILLA & PEDESTRE Nº 680 NS (PRÓX. SADY CAHEM FISCHER), Porto Alegre, RS, Brasil","-30,011111","-51,118644"
"DAWID JOSEF KAPEL & ESTAÇÃO 21 NS (EST. CARVALHO DE FREITAS), Porto Alegre, RS, Brasil","-30,0771167","-51,2070481"
"DAWID JOSEF KAPEL & ESTAÇÃO 21 NS/1 (EST. CARVALHO DE FREITAS), Porto Alegre, RS, Brasil","-30,0749613","-51,2108373"
"DAWID JOSEF KAPEL & ESTAÇÃO 21 SN (EST. CARVALHO DE FREITAS), Porto Alegre, RS, Brasil","-30,0787172","-51,2042333"
"DAWID JOSEF KAPEL & ESTAÇÃO 21 SN/1 (EST. CARVALHO DE FREITAS), Porto Alegre, RS, Brasil","-30,0771167","-51,2070481"
"DÉA COUFAL & TRAMANDAÍ & CEL. MARCOS, Porto Alegre, RS, Brasil","-30,131408","-51,231774"
"DEZOITO DE NOVEMBRO & PRÓX. PE. DIOGO FEIJÓ, Porto Alegre, RS, Brasil","-29,9986942","-51,1922307"
"DIÁRIO DE NOTÍCIAS & ENTRADA ESTACIONADOMENTO BARRA SHOPPING SUL, Porto Alegre, RS, Brasil","-30,0843589","-51,2454593"
"DIÁRIO DE NOTÍCIAS & GUAÍBA, Porto Alegre, RS, Brasil","-30,096351","-51,249584"
"DIÁRIO DE NOTÍCIAS & PEDESTRE DEF. N° 300 CB (ENTRADA BARRA SHOPPING SUL), Porto Alegre, RS, Brasil","-30,0843589","-51,2454593"
"DIÁRIO DE NOTÍCIAS & PEDESTRE N° 1111 (PRÓX. DMLU), Porto Alegre, RS, Brasil","-30,0891718","-51,2482522"
"DIÁRIO DE NOTÍCIAS & PEDESTRE N° 915 CB (ESCOLINHA DO GRÊMIO), Porto Alegre, RS, Brasil","-30,0844445","-51,2476902"
"DIÁRIO DE NOTÍCIAS & SAÍDA ESTACIONAMENTO BARRA SHOPPING SUL, Porto Alegre, RS, Brasil","-30,0846697","-51,2458384"
"DIÁRIO DE NOTÍCIAS &PEDESTRE N° 300 BC (BARRA SHOPPING SUL), Porto Alegre, RS, Brasil","-30,0843589","-51,2454593"
"DOM DIOGO DE SOUZA & PEDESTRE Nº 100 (PRÓX. FACULDADE SÃO JUDAS TADEU), Porto Alegre, RS, Brasil","-30,0112689","-51,1548589"
"DOM PEDRO II & AMÉRICO VESPÚCIO, Porto Alegre, RS, Brasil","-30,0126609","-51,1879814"
"DOM PEDRO II & BARÃO DE COTEGIPE, Porto Alegre, RS, Brasil","-30,007688","-51,1909624"
"DOM PEDRO II & CRISTÓVÃO COLOMBO, Porto Alegre, RS, Brasil","-30,013694","-51,187002"
"DOM PEDRO II & E 01 (EST. SOGIPA) NS, Porto Alegre, RS, Brasil","-30,00902","-51,188993"
"DOM PEDRO II & E 01 (EST. SOGIPA) SN, Porto Alegre, RS, Brasil","-30,007688","-51,1909624"
"DOM PEDRO II & E 02 (EST. AMÉRICO VESPÚCIO) NS, Porto Alegre, RS, Brasil","-30,014477","-51,187086"
"DOM PEDRO II & E 02 (EST. AMÉRICO VESPÚCIO) SN, Porto Alegre, RS, Brasil","-30,014477","-51,187086"
"DOM PEDRO II & E 02 (EST. AMÉRICO VESPÚCIO) SN/1, Porto Alegre, RS, Brasil","-30,014477","-51,187086"
"DOM PEDRO II & GENERAL COUTO DE MAGALHÃES SN, Porto Alegre, RS, Brasil","-30,0153629","-51,1867988"
"DOM PEDRO II & MARQUÊS DO POMBAL, Porto Alegre, RS, Brasil","-30,0187255","-51,1862565"
"DOM PEDRO II & PEDESTRE Nº 37 NS (PRÓX. BENJAMIN CONSTANT), Porto Alegre, RS, Brasil","-30,007438","-51,190584"
"DOM PREDO II & PEDESTRE PRÓX. CRISTÓVÃO COLOMBO, Porto Alegre, RS, Brasil","-30,0146083","-51,1871526"
"DOMINGOS RUBBO & BERNARDI, Porto Alegre, RS, Brasil","-30,0091998","-51,1565783"
"DONA MARGARIDA & CEARÁ, Porto Alegre, RS, Brasil","-30,0002987","-51,1911825"
"DONA MARGARIDA & PRÓX. AUGUSTO SEVERO, Porto Alegre, RS, Brasil","-29,9994399","-51,1952892"
"DONA TEODORA & FREDERICO MENTZ, Porto Alegre, RS, Brasil","-29,9887325","-51,1996779"
"DONA TEODORA & PEDESTRE BC PRÓX. VOLUNTÁRIOS DA PÁTRIA, Porto Alegre, RS, Brasil","-29,992996","-51,194284"
"DONA TEODORA & PEDESTRE CB PRÓX. VOLUNTÁRIOS DA PÁTRIA, Porto Alegre, RS, Brasil","-29,992996","-51,194284"
"DONA TEODORA & PEDESTRE Nº 1235 CB (PRÓX. BECO 1), Porto Alegre, RS, Brasil","-29,9921201","-51,1959483"
"DONA TEODORA & PEDESTRE Nº 435 (PRÓX. EMPRESA PLANALTO), Porto Alegre, RS, Brasil","-29,9898196","-51,1986896"
"DONA TEODORA & PEDESTRE Nº1250 BC (PRÓX. BECO 1), Porto Alegre, RS, Brasil","-30,0346471","-51,2176584"
"DR. TIMÓTEO & MARQUÊS DO HERVAL, Porto Alegre, RS, Brasil","-30,021336","-51,1999419"
"DR. TIMÓTEO & MARQUÊS DO POMBAL, Porto Alegre, RS, Brasil","-30,0200304","-51,2000491"
"DR. TIMÓTEO & TOBIAS DA SILVA, Porto Alegre, RS, Brasil","-30,0225962","-51,199862"
"DUQUE DE CAXIAS & PEDESTRE DEF. Nº 1691 BC (PRÓX. DR. FLORES), Porto Alegre, RS, Brasil","-22,7862985","-43,3053106"
"DUQUE DE CAXIAS & PEDESTRE Nº 1475 (PRÓX. COLEGIO  SEVIGNÉ), Porto Alegre, RS, Brasil","-30,0338204","-51,2270762"
"DUQUE DE CAXIAS & PEDESTRE Nº 1691 CB (PRÓX. DR. FLORES), Porto Alegre, RS, Brasil","-30,0292127","-51,2246592"
"DUQUE DE CAXIAS & PEDESTRE Nº 943, Porto Alegre, RS, Brasil","-30,0335563","-51,2321314"
"EDGAR PIRES DE CASTRO & PEDESTRE DEF Nº 904 BC (PRÓX. GEDEON LEITE), Porto Alegre, RS, Brasil","-30,183125","-51,1408857"
"EDGAR PIRES DE CASTRO & PEDESTRE Nº 1813 (PRÓX. GERMANO BONOW FILHO), Porto Alegre, RS, Brasil","-30,1557595","-51,1733305"
"EDGAR PIRES DE CASTRO & PEDESTRE Nº 2603 (COND. AMAZONAS - PRÓX. RAPHAEL LORO), Porto Alegre, RS, Brasil","-3,4168427","-65,8560646"
"EDGAR PIRES DE CASTRO & PEDESTRE Nº 3070 (PRÓX. COSTA GAMA), Porto Alegre, RS, Brasil","-30,1562535","-51,1687485"
"EDGAR PIRES DE CASTRO & PEDESTRE Nº 904 CB (PRÓX. GEDEON LEITE), Porto Alegre, RS, Brasil","-30,1552225","-51,176619"
"EDGAR PIRES DE CASTRO & PEDESTRE Nº 9316 (PRÓX. ESTRADA JACQUES DA ROSA), Porto Alegre, RS, Brasil","-30,2033769","-51,1426291"
"EDU CHAVES & 25 DE FEVEREIRO, Porto Alegre, RS, Brasil","-29,9980944","-51,1888118"
"EDU CHAVES & DONA MARGARIDA, Porto Alegre, RS, Brasil","-30,0006193","-51,1897196"
"EDU CHAVES & SN PRÓX. FARRAPOS, Porto Alegre, RS, Brasil","-29,999295","-51,1892666"
"EDUARDO PRADO & MONTE CRISTO, Porto Alegre, RS, Brasil","-30,1228591","-51,2211795"
"EDUARDO PRADO & PEDESTRE Nº 1931 CB (PRÓX. SAUL NONNENMACHER), Porto Alegre, RS, Brasil","-30,1358033","-51,2163396"
"EDUARDO PRADO & PEDESTRE Nº 1954 BC (PRÓX. SAUL NONNENMACHER), Porto Alegre, RS, Brasil","-30,1358033","-51,2163396"
"EDUARDO PRADO & PEDESTRE Nº 2300 BC (PRÓX. JUCA BATISTA), Porto Alegre, RS, Brasil","-27,0015756","-48,637905"
"EDUARDO PRADO & PEDESTRE Nº 330 BC (PRÓX. MONTE CRISTO), Porto Alegre, RS, Brasil","-30,1205511","-51,2154219"
"EDVALDO PEREIRA PAIVA & AUGUSTO DE CARVALHO & AURELIANO DE FIGUEIREDO PINTO, Porto Alegre, RS, Brasil","-30,04217","-51,2337566"
"EDVALDO PEREIRA PAIVA & AURELIANO DE FIGUEIREDO PINTO, Porto Alegre, RS, Brasil","-30,0426675","-51,2316033"
"EDVALDO PEREIRA PAIVA & LOUREIRO DA SILVA, Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA & MARCIO LUIZ VERAS VIDOR, Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA & PEDESTRE APÓS AUGUSTO DE CARVALHO BC (PARQUE HARMONIA), Porto Alegre, RS, Brasil","-30,0414013","-51,2363658"
"EDVALDO PEREIRA PAIVA & PEDESTRE APÓS AUGUSTO DE CARVALHO CB (CIDADE DOS CONTEINERS), Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA & PEDESTRE KM 2.1 (VELÓDROMO CB), Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA & PEDESTRE KM 2.2 (VELÓDROMO BC), Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA & PEDESTRE KM 2.8 (PRÓX. MONUMENTO MARINHA DO BRASIL), Porto Alegre, RS, Brasil","-30,0323507","-51,2372396"
"EDVALDO PEREIRA PAIVA & PEDESTRE KM 3.4 (PRÓX. PARQUE DIVERSÕES GUAíBA), Porto Alegre, RS, Brasil","-30,1090924","-51,3238273"
"EDVALDO PEREIRA PAIVA & PEDESTRE RUA ""C"" CB, Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA & RUA ""A"", Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA & RUA ""B"", Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA & RUA ""C"", Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA &PEDESTRE CB - RUA ""A"", Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA BC & IPIRANGA BC, Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA BC & IPIRANGA CB, Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA CB & IPIRANGA BC, Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"EDVALDO PEREIRA PAIVA CB & IPIRANGA CB, Porto Alegre, RS, Brasil","-30,0576378","-51,2335471"
"ÉRICO VERÍSSIMO & ALCIDES DE OLIVEIRA GOMES, Porto Alegre, RS, Brasil","-30,0459427","-51,2189504"
"ÉRICO VERÍSSIMO & ANTES VISCONDE DO HERVAL BC, Porto Alegre, RS, Brasil","-30,0517697","-51,2183514"
"ÉRICO VERÍSSIMO & APÓS VISCONDE DO HERVAL CB, Porto Alegre, RS, Brasil","-30,0517697","-51,2183514"
"ÉRICO VERÍSSIMO & BOTAFOGO, Porto Alegre, RS, Brasil","-30,0547941","-51,2184351"
"ÉRICO VERÍSSIMO & GEN. CALDWELL, Porto Alegre, RS, Brasil","-30,0512863","-51,2181722"
"ÉRICO VERÍSSIMO & JOSÉ DE ALENCAR, Porto Alegre, RS, Brasil","-30,0596913","-51,2169745"
"ÉRICO VERISSÍMO & PEDESTRE DEF. Nº 100 (CORREDOR), Porto Alegre, RS, Brasil","-30,0346471","-51,2176584"
"ÉRICO VERISSÍMO & PEDESTRE DEF. Nº 100 (TESOURINHA), Porto Alegre, RS, Brasil","-30,0455469","-51,2197509"
"ÉRICO VERÍSSIMO & PEDESTRE DEF. Nº 240 CB (PRÓX. ALCIDES DE OLIVEIRA GOMES), Porto Alegre, RS, Brasil","-30,0454169","-51,2180151"
"ÉRICO VERISSIMO & PEDESTRE DEF. Nº 307 (COL. PROTÁSIO ALVES), Porto Alegre, RS, Brasil","-30,0420055","-51,1474399"
"ÉRICO VERÍSSIMO & PEDESTRE DEF. Nº 553 BC (PRÓX. MARCÍLIO DIAS), Porto Alegre, RS, Brasil","-30,0075344","-51,2104158"
"ÉRICO VERISSÍMO & PEDESTRE Nº 100 BC (EPTC), Porto Alegre, RS, Brasil","-30,0517697","-51,2183514"
"ÉRICO VERÍSSIMO & PEDESTRE Nº 553 CB (PRÓX. MARCÍLIO DIAS), Porto Alegre, RS, Brasil","-30,0517697","-51,2183514"
"ÉRICO VERÍSSIMO & VENÂNCIO AIRES, Porto Alegre, RS, Brasil","-30,0300212","-51,2296534"
"ESTEVÃO CRUZ & PEDESTRE Nº 491 (PRÓX. PINHEIRO BORDA), Porto Alegre, RS, Brasil","-30,0800677","-51,2447596"
"EUDORO BERLINK & CARLOS TREIN FILHO, Porto Alegre, RS, Brasil","-30,0239322","-51,187365"
"EUDORO BERLINK & CEL. BORDINI, Porto Alegre, RS, Brasil","-30,0248316","-51,1965701"
