Endereco,Lat,Lng
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 04 BC/1 (PRÓX. CENTRO VIDA), Porto Alegre, RS, Brasil","-30,013743","-51,122728"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 04 CB (PRÓX. CENTRO VIDA), Porto Alegre, RS, Brasil","-30,013743","-51,122728"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 04 CB/1 (PRÓX. CENTRO VIDA), Porto Alegre, RS, Brasil","-30,013743","-51,122728"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 05 BC (PRÓX. BRAILLE), Porto Alegre, RS, Brasil","-30,0157436","-51,109282"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 05 BC/1 (PRÓX. BRAILLE), Porto Alegre, RS, Brasil","-30,015193","-51,117598"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 05 CB(PRÓX. LYDIA MOSCHETTI), Porto Alegre, RS, Brasil","-30,015193","-51,117598"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 05 CB/1 (PRÓX. LYDIA MOSCHETTI), Porto Alegre, RS, Brasil","-30,015193","-51,117598"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 06 BC(PRÓX. RUBEM KNIJNIK), Porto Alegre, RS, Brasil","-30,0149898","-51,1185065"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 06 BC/1 (PRÓX. RUBEM KNIJNIK), Porto Alegre, RS, Brasil","-30,0149898","-51,1185065"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 06 CB (PRÓX. RUBEM KNIJNIK), Porto Alegre, RS, Brasil","-30,0149898","-51,1185065"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 06 CB/1 (PRÓX. RUBEM KNIJNIK), Porto Alegre, RS, Brasil","-30,0149898","-51,1185065"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 07 BC (PRÓX. CARLOS BRITTO VELHO), Porto Alegre, RS, Brasil","-30,0149898","-51,1185065"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 07 CB (PRÓX. CARLOS BRITTO VELHO), Porto Alegre, RS, Brasil","-30,0149898","-51,1185065"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 07 CB/1 (PRÓX. CARLOS BRITTO VELHO), Porto Alegre, RS, Brasil","-30,0149898","-51,1185065"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 08 BC (PRÓX. ANTÔNIO SEVERIANO), Porto Alegre, RS, Brasil","-30,0346471","-51,2176584"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 08 BC/1 (PRÓX ANTÔNIO SEVERIANO), Porto Alegre, RS, Brasil","-29,9788538","-51,1303977"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 09 CB (PRÓX. NOSSA SENHORA DE FÁTIMA), Porto Alegre, RS, Brasil","-30,0149898","-51,1185065"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÃO 09 CB/1 (PRÓX. NOSSA SENHORA DE FÁTIMA), Porto Alegre, RS, Brasil","-30,0149898","-51,1185065"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÕA 08 CB (PRÓX. ANTÔNIO SEVERINO), Porto Alegre, RS, Brasil","-30,015175","-51,101548"
"BALTAZAR OLIVEIRA GARCIA & ESTAÇÕA 08 CB/1 (PRÓX. ANTÔNIO SEVERINO), Porto Alegre, RS, Brasil","-30,015175","-51,101548"
"BALTAZAR OLIVEIRA GARCIA & GOMES DE CARVALHO, Porto Alegre, RS, Brasil","-30,011691","-51,127116"
"BALTAZAR OLIVEIRA GARCIA & JOÃO FERREIRA JARDIM & ANTÔNIO SEVERINO, Porto Alegre, RS, Brasil","-30,0139963","-51,0994236"
"BALTAZAR OLIVEIRA GARCIA & JOAQUIM SILVEIRA (TRIÂNGULO), Porto Alegre, RS, Brasil","-30,0099717","-51,1431243"
"BALTAZAR OLIVEIRA GARCIA & LILA RIPOLL, Porto Alegre, RS, Brasil","-30,0106473","-51,132095"
"BALTAZAR OLIVEIRA GARCIA & MANOEL ELIAS, Porto Alegre, RS, Brasil","-30,0148886","-51,1191978"
"BALTAZAR OLIVEIRA GARCIA & MARTIM FÉLIX BERTA, Porto Alegre, RS, Brasil","-30,0163622","-51,1069803"
"BALTAZAR OLIVEIRA GARCIA & NOSSA SENHORA DE FÁTIMA, Porto Alegre, RS, Brasil","-30,0132314","-51,0982714"
"BALTAZAR OLIVEIRA GARCIA & PEDESTRE Nº 2473 CB (PRÓX. MANOEL ELIAS), Porto Alegre, RS, Brasil","-30,015193","-51,117598"
"BALTAZAR OLIVEIRA GARCIA & PEDESTRE Nº 2488 BC (PRÓX. MANOEL ELIAS), Porto Alegre, RS, Brasil","-30,015193","-51,117598"
"BALTAZAR OLIVEIRA GARCIA & PEDESTRE Nº 3481 CB (PRÓX. SÍLVIO DELMAR HOLLENBACK), Porto Alegre, RS, Brasil","-30,0149898","-51,1185065"
"BALTAZAR OLIVEIRA GARCIA & PEDESTRE Nº 3552 BC (PRÓX. SÍLVIO DELMAR HOLLEMBACK), Porto Alegre, RS, Brasil","-30,0149898","-51,1185065"
"BALTAZAR OLIVEIRA GARCIA & SERTÓRIO, Porto Alegre, RS, Brasil","-30,0117062","-51,1285583"
"BALTAZAR OLIVEIRA GARCIA & SÍLVIO DELMAR HOLLEMBACH, Porto Alegre, RS, Brasil","-30,0160624","-51,109376"
"BARÃO DO AMAZONAS & BENTO DO AMARAL, Porto Alegre, RS, Brasil","-30,0582816","-51,1911527"
"BARÃO DO AMAZONAS & CALDRE FIÃO, Porto Alegre, RS, Brasil","-30,0660975","-51,1968056"
"BARÃO DO AMAZONAS & FELIZARDO, Porto Alegre, RS, Brasil","-30,050024","-51,1866337"
"BARÃO DO AMAZONAS & FERREIRA VIANA, Porto Alegre, RS, Brasil","-30,0469421","-51,1857243"
"BARÃO DO AMAZONAS & LA PLATA, Porto Alegre, RS, Brasil","-30,05251","-51,1879734"
"BARÃO DO AMAZONAS & PRÓX. DONA LÚCIA, Porto Alegre, RS, Brasil","-30,0582816","-51,1911527"
"BARÃO DO AMAZONAS & VALPARAÍSO, Porto Alegre, RS, Brasil","-30,0534923","-51,1885194"
"BENJAMIN CONSTANT & BERLIM, Porto Alegre, RS, Brasil","-30,0146765","-51,1958077"
"BENJAMIN CONSTANT & BRASIL, Porto Alegre, RS, Brasil","-30,0119606","-51,1938142"
"BENJAMIN CONSTANT & CRISTÓVÃO COLOMBO & NOVA YORK, Porto Alegre, RS, Brasil","-30,0178311","-51,1954225"
"BENJAMIN CONSTANT & ERNESTO FONTOURA, Porto Alegre, RS, Brasil","-30,0105869","-51,1930679"
"BENJAMIN CONSTANT & ESTAÇÃO 01 BC (EST. SÃO JOÃO), Porto Alegre, RS, Brasil","-30,0119606","-51,1938142"
"BENJAMIN CONSTANT & ESTAÇÃO 01 BC/1 (EST. SÃO JOÃO), Porto Alegre, RS, Brasil","-30,0119606","-51,1938142"
"BENJAMIN CONSTANT & ESTAÇÃO 01 CB (EST. SÃO JOÃO), Porto Alegre, RS, Brasil","-30,0119606","-51,1938142"
"BENJAMIN CONSTANT & ESTAÇÃO 01 CB/1 (EST. SÃO JOÃO), Porto Alegre, RS, Brasil","-30,0119606","-51,1938142"
"BENJAMIN CONSTANT & FELICÍSSIMO DE AZEVEDO, Porto Alegre, RS, Brasil","-30,0160949","-51,1968002"
"BENJAMIN CONSTANT & ORDENADORA TERMINAL UTZIG, Porto Alegre, RS, Brasil","-30,0069324","-51,1903173"
"BENJAMIN CONSTANT & PEDESTRE Nº 1850 CB (PRÓX. CRISTOVÃO COLOMBO), Porto Alegre, RS, Brasil","-30,0119606","-51,1938142"
"BENJAMIN CONSTANT & PEDESTRE Nº 396 CB (TERMINAL UTZIG - ""SANTANDER""), Porto Alegre, RS, Brasil","-30,0069324","-51,1903173"
"BENJAMIN CONSTANT & PEDESTRE Nº 439 BC (PRÓX. TERMINAL UTZIG), Porto Alegre, RS, Brasil","-30,0119606","-51,1938142"
"BENJAMIN CONSTANT & PEDESTRE Nº 570 CB (TERMINAL UTZIG - ""DELEGACIA""), Porto Alegre, RS, Brasil","-30,0069324","-51,1903173"
"BENJAMIN CONSTANT & SAÍDA CORREDOR TERMINAL UTZIG BC, Porto Alegre, RS, Brasil","-30,0119606","-51,1938142"
"BENJAMIN CONSTANT & SÃO PEDRO, Porto Alegre, RS, Brasil","-30,0131307","-51,1947122"
"BENJAMIN CONSTANT & TERMINAL UTZIG (CORREDOR SOB VIADUTO), Porto Alegre, RS, Brasil","-30,0119606","-51,1938142"
"BENJAMIN CONSTANT & TERMINAL UTZIG/1 (CORREDOR APÓS VIADUTO), Porto Alegre, RS, Brasil","-30,0074761","-51,1907369"
"BENNO MENTZ & PEDESTRE Nº 1560 (ESCOLA SÃO LUIZ GUANELLA), Porto Alegre, RS, Brasil","-30,024241","-51,1467601"
"BENTO GONÇALVES & ALBION, Porto Alegre, RS, Brasil","-30,0618649","-51,1660483"
"BENTO GONÇALVES & ANTÔNIO DE CARVALHO, Porto Alegre, RS, Brasil","-30,0660899","-51,1499971"
"BENTO GONÇALVES & APARÍCIO BORGES & SALVADOR FRANÇA, Porto Alegre, RS, Brasil","-30,0655709","-51,1865054"
"BENTO GONÇALVES & BARÃO DO AMAZONAS, Porto Alegre, RS, Brasil","-30,0597288","-51,1920844"
"BENTO GONÇALVES & BECO DOS MARIANOS, Porto Alegre, RS, Brasil","-30,0688963","-51,1437912"
"BENTO GONÇALVES & CAMPUS UFRGS, Porto Alegre, RS, Brasil","-30,0720579","-51,1182901"
"BENTO GONÇALVES & CORPO DE BOMBEIROS, Porto Alegre, RS, Brasil","-30,0624374","-51,1634483"
"BENTO GONÇALVES & CRISTIANO FISCHER, Porto Alegre, RS, Brasil","-30,0615324","-51,1697117"
"BENTO GONÇALVES & DOLORES DURAN, Porto Alegre, RS, Brasil","-30,0768579","-51,1274928"
"BENTO GONÇALVES & E 03 (EST. SANTO ANTÔNIO) BC, Porto Alegre, RS, Brasil","-30,0503536","-51,2127637"
"BENTO GONÇALVES & E 03 (EST. SANTO ANTÔNIO) BC/1, Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & E 03 (EST. SANTO ANTÔNIO) CB, Porto Alegre, RS, Brasil","-30,0503536","-51,2127637"
"BENTO GONÇALVES & E 03 (EST. SANTO ANTÔNIO) CB/1, Porto Alegre, RS, Brasil","-30,0503536","-51,2127637"
"BENTO GONÇALVES & E 04 (EST. PADRE RAMBO) BC, Porto Alegre, RS, Brasil","-30,057196","-51,1971925"
"BENTO GONÇALVES & E 04 (EST. PADRE RAMBO) BC1, Porto Alegre, RS, Brasil","-30,057196","-51,1971925"
"BENTO GONÇALVES & E 04 (EST. PADRE RAMBO) BC2, Porto Alegre, RS, Brasil","-30,057196","-51,1971925"
"BENTO GONÇALVES & E 04 (EST. PADRE RAMBO) CB, Porto Alegre, RS, Brasil","-30,057196","-51,1971925"
"BENTO GONÇALVES & E 04 (EST. PADRE RAMBO) CB1, Porto Alegre, RS, Brasil","-30,057196","-51,1971925"
"BENTO GONÇALVES & E 05 (EST. PARTENON T.C.) BC, Porto Alegre, RS, Brasil","-30,063534","-51,180321"
"BENTO GONÇALVES & E 05 (EST. PARTENON T.C.) BC/1, Porto Alegre, RS, Brasil","-30,0743569","-51,1548201"
"BENTO GONÇALVES & E 05 (EST. PARTENON T.C.) BC/2, Porto Alegre, RS, Brasil","-30,063534","-51,180321"
"BENTO GONÇALVES & E 05 (EST. PARTENON T.C.) CB, Porto Alegre, RS, Brasil","-30,058404","-51,194044"
"BENTO GONÇALVES & E 05 (EST. PARTENON T.C.) CB/1, Porto Alegre, RS, Brasil","-30,063534","-51,180321"
"BENTO GONÇALVES & E 05 (EST. PARTENON T.C.) CB/2, Porto Alegre, RS, Brasil","-30,063534","-51,180321"
"BENTO GONÇALVES & E 06 (EST. SÃO PEDRO) BC, Porto Alegre, RS, Brasil","-29,1643887","-51,4707598"
"BENTO GONÇALVES & E 06 (EST. SÃO PEDRO) BC/1, Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & E 06 (EST. SÃO PEDRO) BC/2, Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & E 06 (EST. SÃO PEDRO) CB, Porto Alegre, RS, Brasil","-30,0604263","-51,1883045"
"BENTO GONÇALVES & E 06 (EST. SÃO PEDRO) CB/1, Porto Alegre, RS, Brasil","-30,0604263","-51,1883045"
"BENTO GONÇALVES & E 06 (EST. SÃO PEDRO) CB/2, Porto Alegre, RS, Brasil","-30,0604263","-51,1883045"
"BENTO GONÇALVES & E 07 (EST. SÃO JORGE) PROX. APARÍCIO BORGES, Porto Alegre, RS, Brasil","-30,0629542","-51,1608999"
"BENTO GONÇALVES & E 08 (EST. SANATÓRIO) BC, Porto Alegre, RS, Brasil","-30,0632495","-51,1787812"
"BENTO GONÇALVES & E 08 (EST. SANATÓRIO) CB, Porto Alegre, RS, Brasil","-30,0632495","-51,1787812"
"BENTO GONÇALVES & ELIAS CIRNE LIMA, Porto Alegre, RS, Brasil","-30,0630337","-51,1595608"
"BENTO GONÇALVES & ESTAÇÃO 01 (EST. DOMINGOS CRESCÊNCIO), Porto Alegre, RS, Brasil","-30,0510908","-51,2099203"
"BENTO GONÇALVES & ESTAÇÃO 02 BC (EST. JAIME TELLES), Porto Alegre, RS, Brasil","-30,0629542","-51,1608999"
"BENTO GONÇALVES & ESTAÇÃO 02 BC/1 (EST. JAIME TELLES), Porto Alegre, RS, Brasil","-30,0629542","-51,1608999"
"BENTO GONÇALVES & ESTAÇÃO 02 CB (EST. JAIME TELLES), Porto Alegre, RS, Brasil","-30,0629542","-51,1608999"
"BENTO GONÇALVES & ESTAÇÃO 02 CB/1 (EST. JAIME TELLES), Porto Alegre, RS, Brasil","-30,0629542","-51,1608999"
"BENTO GONÇALVES & ESTAÇÃO 09 BC (EST. PUC), Porto Alegre, RS, Brasil","-30,0629543","-51,1608999"
"BENTO GONÇALVES & ESTAÇÃO 09 BC/1 (EST. PUC), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 09 BC/2 (EST. PUC), Porto Alegre, RS, Brasil","-30,0615595","-51,1729421"
"BENTO GONÇALVES & ESTAÇÃO 09 CB (EST. PUC), Porto Alegre, RS, Brasil","-30,0629542","-51,1608999"
"BENTO GONÇALVES & ESTAÇÃO 09 CB/1 (EST. PUC), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 10 BC (EST. SÃO JOSÉ DO MURIALDO), Porto Alegre, RS, Brasil","-30,1366359","-51,2113065"
"BENTO GONÇALVES & ESTAÇÃO 10 CB (EST. SÃO JOSÉ DO MURIALDO), Porto Alegre, RS, Brasil","-29,9930891","-51,1287075"
"BENTO GONÇALVES & ESTAÇÃO 10 CB/1 (EST. SÃO JOSÉ DO MURIALDO), Porto Alegre, RS, Brasil","-29,9930891","-51,1287075"
"BENTO GONÇALVES & ESTAÇÃO 11 BC (EST. CARREFOUR), Porto Alegre, RS, Brasil","-30,0606042","-51,1644621"
"BENTO GONÇALVES & ESTAÇÃO 11 BC/1 (EST. CARREFOUR), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 11 CB (EST. CARREFOUR), Porto Alegre, RS, Brasil","-30,0606042","-51,1644621"
"BENTO GONÇALVES & ESTAÇÃO 11 CB/1 (EST. CARREFOUR), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 12 BC (EST. INTERCAP), Porto Alegre, RS, Brasil","-30,0635231","-51,1591897"
"BENTO GONÇALVES & ESTAÇÃO 12 CB (EST. INTERCAP), Porto Alegre, RS, Brasil","-30,064085","-51,157977"
"BENTO GONÇALVES & ESTAÇÃO 12 CB/1 (EST. INTERCAP), Porto Alegre, RS, Brasil","-30,064085","-51,157977"
"BENTO GONÇALVES & ESTAÇÃO 13 BC (EST. PAULO PENA), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 13 BC/1 (EST. PAULO PENA), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 13 CB (EST. PAULO PENA), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 13 CB/1 (EST. PAULO PENA), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 14 BC (ANTÔNIO DE CARVALHO), Porto Alegre, RS, Brasil","-30,0660899","-51,1499971"
"BENTO GONÇALVES & ESTAÇÃO 14 CB (ANTÔNIO DE CARVALHO), Porto Alegre, RS, Brasil","-30,0660899","-51,1499971"
"BENTO GONÇALVES & ESTAÇÃO 14 ON (ANTÔNIO DE CARVALHO - CORREDOR), Porto Alegre, RS, Brasil","-30,0660899","-51,1499971"
"BENTO GONÇALVES & ESTAÇÃO 15 BC (SÃO CARLOS), Porto Alegre, RS, Brasil","-30,0629542","-51,1608999"
"BENTO GONÇALVES & ESTAÇÃO 15 CB (SÃO CARLOS), Porto Alegre, RS, Brasil","-30,065454","-51,149634"
"BENTO GONÇALVES & ESTAÇÃO 16 CB (DESIDÉRIO TORQUATO FINAMOR), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 17 BC (FACULDADE DE AGRONOMIA), Porto Alegre, RS, Brasil","-30,0705122","-51,1406627"
"BENTO GONÇALVES & ESTAÇÃO 17 BC/1(FACULDADE DE AGRONOMIA), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 17 CB (FACULDADE DE AGRONOMIA), Porto Alegre, RS, Brasil","-30,0705122","-51,1406627"
"BENTO GONÇALVES & ESTAÇÃO 17 CB/1 (FACULDADE DE AGRONOMIA), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 18 BC (FACULDADE DE ODONTOLOGIA), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 18 BC/1 (FACULDADE DE ODONTOLOGIA), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 18 CB (FACULDADE DE ODONTOLOGIA), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & ESTAÇÃO 18 CB/1 (FACULDADE DE ODONTOLOGIA), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & GUEDES DA LUZ, Porto Alegre, RS, Brasil","-30,0641877","-51,184251"
"BENTO GONÇALVES & GUILHERME SCHELL & VICENTE DA FONTOURA, Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & HUMBERTO DE CAMPOS, Porto Alegre, RS, Brasil","-30,0581398","-51,1951954"
"BENTO GONÇALVES & JOÃO DE OLIVEIRA REMIÃO, Porto Alegre, RS, Brasil","-30,076468","-51,1312567"
"BENTO GONÇALVES & LUIZ DE CAMÕES, Porto Alegre, RS, Brasil","-30,054073","-51,2008124"
"BENTO GONÇALVES & MARISTA, Porto Alegre, RS, Brasil","-30,0617537","-51,1726452"
"BENTO GONÇALVES & OSVALDO PEREIRA DE FREITAS, Porto Alegre, RS, Brasil","-30,0630385","-51,1603745"
"BENTO GONÇALVES & OUTEIRO, Porto Alegre, RS, Brasil","-30,0643946","-51,1801045"
"BENTO GONÇALVES & PAULINO AZURENHA, Porto Alegre, RS, Brasil","-30,0609744","-51,1901744"
"BENTO GONÇALVES & PEDESTRE Nº 8834 BC (PRÓX. TOCANTINS), Porto Alegre, RS, Brasil","-30,0629542","-51,1608999"
"BENTO GONÇALVES & PEDESTRE Nº 8855 CB (PRÓX. TOCANTINS), Porto Alegre, RS, Brasil","-30,0629542","-51,1608999"
"BENTO GONÇALVES & PEDESTRE Nº 9090 BC (PRÓX. DOLORES DURAN), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & PEDESTRE Nº 9483 CB (DEF. COLÉGIO DE APLICAÇÃO - UFGRS), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & PEDESTRE Nº 9500 BC (COLÉGIO DE APLICAÇÃO - UFRGS), Porto Alegre, RS, Brasil","-29,1667089","-51,5169861"
"BENTO GONÇALVES & PRÓX. GUEDES DA LUZ BC, Porto Alegre, RS, Brasil","-30,0629542","-51,1608999"
"BENTO GONÇALVES & RAFAEL CLARK, Porto Alegre, RS, Brasil","-30,0651036","-51,1553463"
"BENTO GONÇALVES & RETORNO Nº 7712 - FACULDADE DE AGRONOMIA, Porto Alegre, RS, Brasil","-30,0705122","-51,1406627"
"BENTO GONÇALVES & SANTA MARIA, Porto Alegre, RS, Brasil","-30,0616813","-51,1677119"
"BENTO GONÇALVES & TEIXEIRA DE FREITAS, Porto Alegre, RS, Brasil","-30,0534592","-51,2024923"
"BENTO GONÇALVES & TENENTE ALPOIN, Porto Alegre, RS, Brasil","-30,0649125","-51,1821256"
"BENTO GONÇALVES & TERMINAL ANTÔNIO DE CARVALHO BC, Porto Alegre, RS, Brasil","-30,0660899","-51,1499971"
"BENTO GONÇALVES & VERÍSSIMO ROSA, Porto Alegre, RS, Brasil","-30,0577239","-51,1958433"
"BENTO MARTINS & 7 DE SETEMBRO, Porto Alegre, RS, Brasil","-30,0310108","-51,2354979"
"BENTO MARTINS & DUQUE DE CAXIAS, Porto Alegre, RS, Brasil","-30,0337485","-51,2342757"
"BENTO MARTINS & FERNANDO MACHADO, Porto Alegre, RS, Brasil","-30,0348933","-51,2337491"
"BENTO MARTINS & RIACHUELO, Porto Alegre, RS, Brasil","-30,0328125","-51,2346909"
"BENTO MARTINS & RUA DOS ANDRADAS, Porto Alegre, RS, Brasil","-30,0317637","-51,2351572"
"BERNARDINO SILVEIRA AMORIM & ALBERTO RANGEL, Porto Alegre, RS, Brasil","-30,0055018","-51,0978246"
"BERNARDINO SILVEIRA AMORIM & CALDÉIA, Porto Alegre, RS, Brasil","-29,9857491","-51,1110619"
"BERNARDINO SILVEIRA AMORIM & DEF. Nº 1618 (PRÓX. RUA K), Porto Alegre, RS, Brasil","-29,9942328","-51,1071257"
"BERNARDINO SILVEIRA AMORIM & ELVIO ANTÔNIO FILIPETTO, Porto Alegre, RS, Brasil","-30,0016033","-51,1051649"
"BERNARDINO SILVEIRA AMORIM & JOÃO FERREIRA JARDIM, Porto Alegre, RS, Brasil","-30,0049211","-51,0985382"
"BERNARDINO SILVEIRA AMORIM & PEDESTRE Nº 3648 (PRÓX. MAURICIO SELIGMAN), Porto Alegre, RS, Brasil","-29,9942328","-51,1071257"
"BERNARDINO SILVEIRA AMORIM & PEDESTRE Nº 884, Porto Alegre, RS, Brasil","-29,9942328","-51,1071257"
"BERNARDINO SILVEIRA PASTORIZA & BERNARDINO OLIVEIRA PAIM, Porto Alegre, RS, Brasil","-29,9910065","-51,1016759"
"BERNARDINO SILVEIRA PASTORIZA & PEDESTRE Nº 1165 (PRÓX. BECO DOS MAIAS), Porto Alegre, RS, Brasil","-29,991051","-51,1022603"
"BERNARDINO SILVEIRA PASTORIZA & PEDESTRE Nº 271 (PRÓX. JOÃO PARIS), Porto Alegre, RS, Brasil","-29,990474","-51,1034671"
"BOGOTÁ & QUITO & PRESIDENTE JUAREZ, Porto Alegre, RS, Brasil","-30,0068421","-51,148676"
"BORDINI & DONA LAURA, Porto Alegre, RS, Brasil","-30,0292961","-51,1958625"
"BORGES DE MEDEIROS & ANTÔNIO KLINGER FILHO, Porto Alegre, RS, Brasil","-30,0403089","-51,2286146"
"BORGES DE MEDEIROS & AURELIANO DE FIGUEIREDO PINTO, Porto Alegre, RS, Brasil","-30,0431274","-51,2288927"
"BORGES DE MEDEIROS & CECÍLIA MEIRELES, Porto Alegre, RS, Brasil","-30,0509601","-51,2296696"
"BORGES DE MEDEIROS & DEMÉTRIO RIBEIRO, Porto Alegre, RS, Brasil","-30,0360874","-51,2280329"
"BORGES DE MEDEIROS & DOLORES ALCARAZ CALDAS, Porto Alegre, RS, Brasil","-30,0458238","-51,2290877"
"BORGES DE MEDEIROS & FERNANDO MACHADO, Porto Alegre, RS, Brasil","-30,0349546","-51,2279503"
"BORGES DE MEDEIROS & ISMAEL CHAVES BARCELOS, Porto Alegre, RS, Brasil","-30,0441215","-51,2288842"
"BORGES DE MEDEIROS & PEDESTRE ANTES VIADUTO DOM PEDRO I, Porto Alegre, RS, Brasil","-30,0586881","-51,230575"
"BORGES DE MEDEIROS & PEDESTRE APÓS VIADUTO DOM PEDRO I, Porto Alegre, RS, Brasil","-30,0586881","-51,230575"
"BORGES DE MEDEIROS & PEDESTRE DEF. SHOPPING PRAIA DE BELAS, Porto Alegre, RS, Brasil","-30,049536","-51,228733"
"BORGES DE MEDEIROS & PEDESTRE DEF. SMOV, Porto Alegre, RS, Brasil","-30,046479","-51,228906"
"BORGES DE MEDEIROS & PEDESTRE Nº 1161 CB (PRÓX. CEL. GENUINO), Porto Alegre, RS, Brasil","-30,0357832","-51,2271378"
"BORGES DE MEDEIROS & PEDESTRE Nº 1198 BC (PRÓX. CEL. GENUINO), Porto Alegre, RS, Brasil","-30,0357832","-51,2271378"
"BORGES DE MEDEIROS & PEDESTRE Nº 1555 (PRÓX. DAER), Porto Alegre, RS, Brasil","-30,0410762","-51,2291952"
"BORGES DE MEDEIROS & PEDESTRE Nº 688 (JERÔNIMO COELHO), Porto Alegre, RS, Brasil","-30,0325997","-51,2251378"
"BORGES DE MEDEIROS & PEDESTRE PRÓX. ALTER CINTRA DE OLIVEIRA, Porto Alegre, RS, Brasil","-30,054903","-51,2289578"
"BORGES DE MEDEIROS & PERI MACHADO, Porto Alegre, RS, Brasil","-30,0520217","-51,2299357"
"BORGES DE MEDEIROS & RIACHUELO, Porto Alegre, RS, Brasil","-30,031581","-51,2278333"
"BORGES DE MEDEIROS & SALGADO FILHO & ANDRADE NEVES, Porto Alegre, RS, Brasil","-30,0304403","-51,2288526"
"BORGES DE MEDEIROS & VIADUTO DOM PEDRO I, Porto Alegre, RS, Brasil","-30,057229","-51,2304083"
"BORGES DE MEDEIROS BC & PEDESTRE DEF. PÃO DOS POBRES (VIADUTO AÇORIANOS), Porto Alegre, RS, Brasil","-30,0412259","-51,2273705"
"BORGES DE MEDEIROS BC & PEDESTRE PRÓX. VIADUTO AÇORIANOS BC, Porto Alegre, RS, Brasil","-30,0390301","-51,229553"
"BRASILIANO ÍNDIO DE MORAES & ESTAÇÃO 02 BC/1 (EST. I.A.P.I.), Porto Alegre, RS, Brasil","-30,011396","-51,174141"
"BRASILIANO ÍNDIO DE MORAES & ESTAÇÃO 03 CB (EST. I.A.P.I.), Porto Alegre, RS, Brasil","-30,0113691","-51,1738875"
"BRASILIANO ÍNDIO DE MORAES & ESTAÇÃO 03 CB/1 (EST. I.A.P.I.), Porto Alegre, RS, Brasil","-30,011396","-51,174141"
"BRASILIANO ÍNDIO DE MORAES & ESTAÇÃO 03 CB/2 (EST. I.A.P.I.), Porto Alegre, RS, Brasil","-30,011396","-51,174141"
"BRASILIANO ÍNDIO DE MORAES & INDUSTRIÁRIOS, Porto Alegre, RS, Brasil","-30,0113844","-51,1748301"
