id,situacao,nome,geojson,acidentes_10m,acidentes_20m,acidentes_50m,acidentes_100m,acidentes_200m
120,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2328024069541,-30.0478155522616],[-51.2319485539546,-30.0478625346048],[-51.231447364934,-30.0478901093901],[-51.2297903740071,-30.0478422731403],[-51.2294484554003,-30.0478789528939]]]}",0,0,0,0,1
121,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2156186868075,-30.0479936869611],[-51.2147396912079,-30.0478778558211]]]}",0,0,0,0,1
122,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2294484554003,-30.0478789528939],[-51.2277055295269,-30.048012782462]]]}",0,0,0,0,0
123,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2173576890595,-30.0482073215578],[-51.2168616626273,-30.0481562717261],[-51.2156186868075,-30.0479936869611]]]}",0,0,0,1,1
124,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2277055295269,-30.048012782462],[-51.2240405448589,-30.0483088666663]]]}",0,0,0,0,0
125,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2182556528528,-30.0483264868262],[-51.2173576890595,-30.0482073215578]]]}",0,0,1,1,1
126,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2195406024638,-30.0484912310315],[-51.2182556528528,-30.0483264868262]]]}",0,0,1,1,1
127,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2240405448589,-30.0483088666663],[-51.2216675026263,-30.0484978117773]]]}",0,0,0,0,0
128,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2216675026263,-30.0484978117773],[-51.2209495860671,-30.0485508890007],[-51.2203885772949,-30.0485676166475],[-51.2198616357977,-30.048531288232],[-51.2195406024638,-30.0484912310315]]]}",0,0,0,0,1
129,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2182556528528,-30.0483264868262],[-51.2181835827995,-30.0490031594447],[-51.2182386483171,-30.0500291735388]]]}",0,0,1,1,1
130,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2182386483171,-30.0500291735388],[-51.2183096447174,-30.0512265537963]]]}",0,0,0,0,0
131,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2183096447174,-30.0512265537963],[-51.2183956306336,-30.0523878266687]]]}",0,0,0,0,0
132,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2184696765323,-30.0535705430553],[-51.2184805611824,-30.0542482049813],[-51.2184325743943,-30.0547511888155]]]}",0,0,0,0,0
133,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1594627399146,-30.0556139530435],[-51.1588577588868,-30.0557240613299],[-51.1582497874996,-30.0558905503215],[-51.1559037318304,-30.0568518031949]]]}",0,0,0,0,0
134,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2181857056247,-30.0572142489554],[-51.2181356864262,-30.0573834701206]]]}",0,0,0,0,0
135,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1506379205559,-30.0625319668654],[-51.150168813271,-30.0639160536497]]]}",1,1,1,1,1
136,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2422181650688,-30.0915533117259],[-51.2423611876806,-30.0921123277102]]]}",0,0,0,1,1
137,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2183956306336,-30.0523878266687],[-51.2184515902603,-30.0530812002302],[-51.2184696765323,-30.0535705430553]]]}",0,0,0,0,0
138,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2182555907352,-30.0564992429752],[-51.2181857056247,-30.0572142489554]]]}",0,0,0,0,0
139,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1750729023662,-30.0573824533511],[-51.1724924703857,-30.0562582749813],[-51.1719714079142,-30.0560751601175],[-51.1714605270328,-30.0559698337423],[-51.1709625399707,-30.0559186134527],[-51.1692405514326,-30.0559185852647]]]}",0,0,0,0,1
140,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.167152625961,-30.0554803690375],[-51.165866496893,-30.0554865075905]]]}",0,0,0,1,1
141,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.165866496893,-30.0554865075905],[-51.164417533784,-30.055491709738]]]}",0,0,0,1,1
142,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.164417533784,-30.055491709738],[-51.1622216193696,-30.0554820336557]]]}",0,0,0,0,1
143,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1622216193696,-30.0554820336557],[-51.1601116664516,-30.0555274680651],[-51.1594627399146,-30.0556139530435]]]}",0,0,0,0,0
144,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1692405514326,-30.0559185852647],[-51.1670835568533,-30.0559348749173]]]}",0,0,0,0,2
145,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2184325743943,-30.0547511888155],[-51.2183065864019,-30.0559635540954]]]}",0,0,0,0,0
146,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2183065864019,-30.0559635540954],[-51.2182555907352,-30.0564992429752]]]}",0,0,0,0,0
147,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1559037318304,-30.0568518031949],[-51.1539918051732,-30.0576715582544],[-51.1537345528942,-30.0578060424111]]]}",0,0,0,0,0
148,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2181356864262,-30.0573834701206],[-51.2180195685033,-30.0577783182406]]]}",0,0,0,0,0
149,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2180195685033,-30.0577783182406],[-51.2179536978606,-30.0579599688426],[-51.2178126619444,-30.0582229301812],[-51.2175496195803,-30.0585605138467]]]}",0,0,0,0,0
150,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1537345528942,-30.0578060424111],[-51.1534117583356,-30.0579924711998],[-51.1528677511076,-30.0583606988515],[-51.1524030574266,-30.0587852116351]]]}",0,0,0,0,0
151,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2175496195803,-30.0585605138467],[-51.216996725402,-30.0590553105238]]]}",0,0,0,0,0
152,CONCLUIDO,ERICO VERISSIMO,"{""type"":""MultiLineString"",""coordinates"":[[[-51.216996725402,-30.0590553105238],[-51.2166236143505,-30.0593716499754]]]}",0,0,0,0,0
153,CONCLUIDO,JOSE DE ALENCAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2302894464418,-30.0594307403842],[-51.2289864940991,-30.0596089195601]]]}",0,0,0,0,0
154,CONCLUIDO,JOSE DE ALENCAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2289864940991,-30.0596089195601],[-51.2282703870278,-30.0597071366368]]]}",0,0,0,0,0
155,CONCLUIDO,JOSE DE ALENCAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2282703870278,-30.0597071366368],[-51.2274374918545,-30.0598213388]]]}",0,0,0,0,0
156,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1524030574266,-30.0587852116351],[-51.1523818624329,-30.0588055326517],[-51.1522945121217,-30.0589003515914],[-51.1522298061676,-30.0589692090686],[-51.1520957589827,-30.0591486508637],[-51.1519407986641,-30.0593213510086],[-51.1518098337586,-30.0595041720701],[-51.1515541785837,-30.0599476092326]]]}",0,0,0,0,0
157,CONCLUIDO,JOSE DE ALENCAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2274374918545,-30.0598213388],[-51.2269884832168,-30.0598818763707]]]}",0,0,0,0,0
158,CONCLUIDO,JOSE DE ALENCAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2269884832168,-30.0598818763707],[-51.2262275034358,-30.0599857985097]]]}",0,0,0,0,0
159,CONCLUIDO,JOSE DE ALENCAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2262275034358,-30.0599857985097],[-51.2257605154293,-30.0600497459417]]]}",0,0,0,0,0
160,CONCLUIDO,JOSE DE ALENCAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2257605154293,-30.0600497459417],[-51.2249005583025,-30.0601651054462]]]}",0,0,0,0,0
161,CONCLUIDO,JOSE DE ALENCAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2249005583025,-30.0601651054462],[-51.2247865250218,-30.0601810867875]]]}",0,0,0,0,0
162,CONCLUIDO,JOSE DE ALENCAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2247865250218,-30.0601810867875],[-51.2235635723842,-30.0603489272856]]]}",0,0,0,0,0
163,CONCLUIDO,JOSE DE ALENCAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2235635723842,-30.0603489272856],[-51.2233095880225,-30.0603843135358]]]}",0,0,0,0,0
164,CONCLUIDO,JOSE DE ALENCAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2233095880225,-30.0603843135358],[-51.2229345966147,-30.0604334364116]]]}",0,0,0,0,0
165,CONCLUIDO,JOSE DE ALENCAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2229345966147,-30.0604334364116],[-51.2219716137643,-30.060563610247]]]}",0,0,0,0,0
166,CONCLUIDO,CEL GASTAO HASLOCHER MAZERON,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2166236143505,-30.0593716499754],[-51.2150367592066,-30.0606732343179],[-51.2150316538705,-30.0607848735084]]]}",0,0,0,0,0
167,CONCLUIDO,IPIRANGA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1515541785837,-30.0599476092326],[-51.1514858197705,-30.0600660847314],[-51.1513208522758,-30.0604789722269],[-51.1506379205559,-30.0625319668654]]]}",0,0,0,0,1
168,CONCLUIDO,DIARIO DE NOTICIAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2503490544075,-30.0949287044691],[-51.2502003015623,-30.0951911848329],[-51.2481781101189,-30.0981272538183]]]}",0,0,0,0,0
169,CONCLUIDO,PADRE CACIQUE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2446011982994,-30.0815224491694],[-51.2440792347449,-30.0816079879174]]]}",0,0,0,0,0
170,CONCLUIDO,PADRE CACIQUE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2456391323855,-30.08128823151],[-51.2453991738013,-30.081377758772],[-51.2446011982994,-30.0815224491694]]]}",0,0,0,0,0
171,CONCLUIDO,CHUI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2440792347449,-30.0816079879174],[-51.2436621862998,-30.0818500643546],[-51.242963162537,-30.0823001360395]]]}",0,0,0,0,1
172,CONCLUIDO,CHUI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.242963162537,-30.0823001360395],[-51.2421492636426,-30.0828316015674]]]}",0,0,0,1,1
173,CONCLUIDO,CHUI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2421492636426,-30.0828316015674],[-51.2403193324487,-30.0840256863863]]]}",0,0,0,1,2
174,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2403193324487,-30.0840256863863],[-51.2405212626839,-30.0847593722552]]]}",0,0,0,1,1
175,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2405212626839,-30.0847593722552],[-51.2408512303209,-30.0860938240914]]]}",1,1,1,1,1
176,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2427152677149,-30.0930791381467],[-51.2428382356871,-30.0932559406203]]]}",0,0,0,1,1
177,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2408512303209,-30.0860938240914],[-51.2411762867448,-30.0874046043939]]]}",0,0,0,1,1
178,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2411762867448,-30.0874046043939],[-51.2415021898406,-30.0887266582817]]]}",0,0,0,0,0
179,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2415021898406,-30.0887266582817],[-51.2418373292028,-30.0900441834556]]]}",0,0,0,0,0
180,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2418373292028,-30.0900441834556],[-51.2422181650688,-30.0915533117259]]]}",0,0,0,0,1
181,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2423611876806,-30.0921123277102],[-51.2424342272668,-30.0924200228074]]]}",0,0,1,1,1
182,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2424342272668,-30.0924200228074],[-51.2425403179462,-30.0927220181554]]]}",0,0,1,1,1
183,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2425403179462,-30.0927220181554],[-51.2425841990541,-30.0928369504435]]]}",0,0,1,1,1
184,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2425841990541,-30.0928369504435],[-51.2425848265761,-30.0928381535015],[-51.2426411949591,-30.0929462203832]]]}",0,0,1,1,1
185,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2426411949591,-30.0929462203832],[-51.2427152677149,-30.0930791381467]]]}",0,0,1,1,1
186,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2428382356871,-30.0932559406203],[-51.2430172267821,-30.0934754881265],[-51.2433861481351,-30.0938130789395],[-51.2440701476195,-30.0942752458115]]]}",0,0,0,1,1
187,CONCLUIDO,WENCESLAU ESCOBAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2481781101189,-30.0981272538183],[-51.2482571343155,-30.0984856746856]]]}",0,0,0,0,0
188,CONCLUIDO,ICARAI,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2440701476195,-30.0942752458115],[-51.2478375594648,-30.0968907106621],[-51.2480311055943,-30.09741828473]]]}",0,0,0,0,0
189,CONCLUIDO,WENCESLAU ESCOBAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2482571343155,-30.0984856746856],[-51.2485801893247,-30.0999125781057],[-51.2488121323423,-30.1005537310504]]]}",0,0,0,0,0
190,CONCLUIDO,WENCESLAU ESCOBAR,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2488121323423,-30.1005537310504],[-51.2489551974298,-30.1007214694135],[-51.2493171562337,-30.1009789986745]]]}",0,0,0,0,0
191,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1445680070185,-30.1462154469756],[-51.1450380314181,-30.1462510108481]]]}",0,0,0,0,0
192,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1450380314181,-30.1462510108481],[-51.1452470910948,-30.1462654383668]]]}",0,0,0,0,0
193,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1452470910948,-30.1462654383668],[-51.145549083378,-30.1462854000499]]]}",0,0,0,0,0
194,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1507750003606,-30.1466775349604],[-51.1509838996525,-30.1466919535218]]]}",0,0,0,0,0
195,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1418451226717,-30.1467607804963],[-51.1422740871688,-30.1465483326597]]]}",0,0,0,0,0
196,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1355481559134,-30.1498547306961],[-51.1366142425484,-30.1493360694142]]]}",0,0,0,0,0
197,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.145549083378,-30.1462854000499],[-51.1459329821087,-30.1463120355934]]]}",0,0,0,0,0
198,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1427150421022,-30.1463302322967],[-51.1431040757314,-30.1462069029847]]]}",0,0,0,0,0
199,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1459329821087,-30.1463120355934],[-51.1462769833524,-30.1463364594759]]]}",0,0,0,0,0
200,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1462769833524,-30.1463364594759],[-51.1465979581061,-30.1463620356759]]]}",0,0,0,0,0
201,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1465979581061,-30.1463620356759],[-51.1466840795397,-30.1463675769761]]]}",0,0,0,0,0
202,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1466840795397,-30.1463675769761],[-51.1471090218536,-30.1464031837981]]]}",0,0,0,0,0
203,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1471090218536,-30.1464031837981],[-51.1473680423994,-30.1464254450258]]]}",0,0,0,0,0
204,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1473680423994,-30.1464254450258],[-51.1480959543984,-30.1464832593558]]]}",0,0,0,0,0
205,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1423901221469,-30.1464929557945],[-51.1427150421022,-30.1463302322967]]]}",0,0,0,0,0
206,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1422740871688,-30.1465483326597],[-51.1423901221469,-30.1464929557945]]]}",0,0,0,0,0
207,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1480959543984,-30.1464832593558],[-51.1489260405725,-30.1465443368485]]]}",0,0,0,0,0
208,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1489260405725,-30.1465443368485],[-51.1495099221261,-30.1465865210621]]]}",0,0,0,0,0
209,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1495099221261,-30.1465865210621],[-51.1503150302153,-30.1466442351318]]]}",0,0,0,0,0
210,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1503150302153,-30.1466442351318],[-51.1507750003606,-30.1466775349604]]]}",0,0,0,0,0
211,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1366142425484,-30.1493360694142],[-51.1371312344783,-30.1490829538362]]]}",0,0,0,0,0
212,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1385162252247,-30.1483925523319],[-51.1387812054218,-30.1482671116902]]]}",0,0,0,0,0
213,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1351412026311,-30.1500558588311],[-51.1355481559134,-30.1498547306961]]]}",0,0,0,0,0
214,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1347891884547,-30.1502287394545],[-51.1351412026311,-30.1500558588311]]]}",0,0,0,0,0
215,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.133504337561,-30.1508930654671],[-51.1337772152434,-30.1507213964797],[-51.1342443046632,-30.1504931499074]]]}",0,0,0,0,0
216,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1431040757314,-30.1462069029847],[-51.1433029955228,-30.1461627105216],[-51.1436329973943,-30.1461510742529]]]}",0,0,0,0,0
217,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1436329973943,-30.1461510742529],[-51.1445680070185,-30.1462154469756]]]}",0,0,0,0,0
218,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1414091822965,-30.1469732350205],[-51.1418451226717,-30.1467607804963]]]}",0,0,0,0,0
219,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1509838996525,-30.1466919535218],[-51.1524389047036,-30.1467962633767],[-51.1525438749771,-30.1468254587789],[-51.1526109178493,-30.1468682282141],[-51.1526829160833,-30.1469696265419],[-51.1527779024848,-30.1471499277884]]]}",0,0,0,0,0
220,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1409740581852,-30.1471901972239],[-51.1414091822965,-30.1469732350205]]]}",0,0,0,0,0
221,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1406241688966,-30.1473608362438],[-51.1409740581852,-30.1471901972239]]]}",0,0,0,0,0
222,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1527779024848,-30.1471499277884],[-51.1529438665705,-30.1475049199504]]]}",0,0,0,0,0
223,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1401391377814,-30.1476105484086],[-51.1406241688966,-30.1473608362438]]]}",0,0,0,0,0
224,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.139885185968,-30.1477337250415],[-51.1401391377814,-30.1476105484086]]]}",0,0,0,0,0
225,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1392171596449,-30.1480569214776],[-51.139885185968,-30.1477337250415]]]}",0,0,0,0,0
226,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1387812054218,-30.1482671116902],[-51.1392171596449,-30.1480569214776]]]}",0,0,0,0,0
227,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1342443046632,-30.1504931499074],[-51.1347891884547,-30.1502287394545]]]}",0,0,0,0,0
228,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1378631148299,-30.1487191086261],[-51.1385162252247,-30.1483925523319]]]}",0,0,0,0,0
229,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1375362349661,-30.1488829496427],[-51.1378631148299,-30.1487191086261]]]}",0,0,0,0,0
230,CONCLUIDO,IGNES E FAGUNDES,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1371312344783,-30.1490829538362],[-51.1375362349661,-30.1488829496427]]]}",0,0,0,0,0
231,CONCLUIDO,JOAO WALLIG,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1640676440796,-30.019747477822],[-51.1639625024947,-30.0205188842012]]]}",0,0,0,0,0
232,CONCLUIDO,JOAO WALLIG,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1639625024947,-30.0205188842012],[-51.1639135079512,-30.0209620899991],[-51.1635305595979,-30.0228016730727]]]}",0,0,0,0,0
233,CONCLUIDO,JOAO WALLIG,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1635305595979,-30.0228016730727],[-51.163491598191,-30.0232414835305],[-51.1634576450732,-30.0243646101055],[-51.1633915089134,-30.0279876516539]]]}",0,0,0,0,0
234,CONCLUIDO,DR NILO PECANHA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1633915089134,-30.0279876516539],[-51.1633406287799,-30.0279764390336],[-51.1632676084094,-30.0279956986835],[-51.163053644543,-30.0280016021935],[-51.1626105872326,-30.0279728332036]]]}",0,0,0,0,0
235,CONCLUIDO,DR NILO PECANHA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1626105872326,-30.0279728332036],[-51.1619016789622,-30.0280165555389]]]}",0,0,0,0,0
236,CONCLUIDO,DR NILO PECANHA,"{""type"":""MultiLineString"",""coordinates"":[[[-51.1619016789622,-30.0280165555389],[-51.1612485907758,-30.0280218681915]]]}",0,0,0,0,0
237,CONCLUIDO,PADRE CACIQUE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2435472408608,-30.0759451291081],[-51.2439471969431,-30.0764743515995],[-51.2443501802376,-30.076849088314],[-51.244426153174,-30.0769019435145]]]}",0,0,0,0,0
238,CONCLUIDO,PADRE CACIQUE,"{""type"":""MultiLineString"",""coordinates"":[[[-51.244426153174,-30.0769019435145],[-51.2447581341276,-30.0771347354205],[-51.2465681770592,-30.0781224969262],[-51.2467591363499,-30.078274362245],[-51.2468800914001,-30.0784286138026],[-51.2469862164047,-30.0786144656981],[-51.2470320746983,-30.0788083239263],[-51.2470901036899,-30.0792039956388],[-51.2471071268695,-30.0794024180634],[-51.2471001403866,-30.0795907374533],[-51.247069118224,-30.07975880569],[-51.2469991667072,-30.0799134158057],[-51.2467961442619,-30.0801911824454]]]}",0,0,0,0,0
239,CONCLUIDO,DIARIO DE NOTICIAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2467961442619,-30.0801911824454],[-51.2465771517499,-30.0806302224137],[-51.2465231876416,-30.0808930506906],[-51.2464961040091,-30.0809506079369],[-51.2465571888075,-30.0814026535425],[-51.2466611288572,-30.0818174085486]]]}",0,0,0,0,0
240,CONCLUIDO,DIARIO DE NOTICIAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2466611288572,-30.0818174085486],[-51.2490940927376,-30.0913386213213]]]}",0,0,0,0,0
241,CONCLUIDO,DIARIO DE NOTICIAS,"{""type"":""MultiLineString"",""coordinates"":[[[-51.2490940927376,-30.0913386213213],[-51.249748080574,-30.0937853550663],[-51.2498901261977,-30.0941312522292],[-51.2502310543172,-30.0946707139656],[-51.2503490544075,-30.0949287044691]]]}",0,0,0,0,0
